-76.18 36.27
-85.58 44.73
-85.92 45.92
-87.08 45.73
-87.4 46.35
-84.8 45.57
-84.37 46.47
-84.47 46.25
-83.57 45.07
-88.52 44.25
-87.67 44.13
-88.13 44.48
-90.13 46.53
-93.22 44.88
-93.38 45.07
-89.62 44.92
-89.1 42.2
-89.03 42.62
-89.67 44.78
-88.68 41.37
-87.6 40.2
-87.53 38.05
-87.3 39.45
-86.62 39.13
-85.38 40.23
-82.52 40.82
-80.22 40.5
-81.43 39.35
-79.85 38.88
-78.85 38.27
-79.09 40.27
-78.83 40.32
-76.67 39.18
-76.77 40.2
-76.77 39.08
-76.85 40.22
-76.57 40.43
-77.42 40.37
-77.83 40.85
-78.32 40.3
-77.72 39.7
-77.98 39.4
-79.25 42.15
-82.83 42.62
-83.4 44.45
-82.53 43.83
-83.02 42.42
-83.53 42.23
-83.33 42.23
-83.8 41.6
-82.93 39.82
-81.43 40.92
-81.68 41.52
-81.87 41.42
-84.08 43.53
-86.25 43.17
-85.52 42.88
-85.23 42.3
-82.88 40
-84.05 39.83
-84.2 39.9
-83.67 41.02
-85.55 42.23
-86 41.72
-87.9 41.98
-87.9 42.95
-87.42 41.62
-88.32 41.77
-90.7 42.4
-90.18 43.2
-94.18 42.55
-95.53 40.28
-98.32 40.97
-94.75 43.4
-93.93 40.62
-96.38 42.4
-92.55 40.1
-94.35 37.33
-93.38 37.23
-92.38 35.22
-88.92 35.6
-91.25 31.62
-91.2 29.7
-88.25 30.68
-89.07 30.4
-90.07 29.18
-91.1 29.7
-91.78 28.47
-91.98 28.3
-92.55 31.33
-94.87 29.27
-96.37 30.58
-96.92 28.85
-97.83 31.07
-97.35 32.82
-97.03 32.9
-96.83 32.97
-97.02 34.3
-99.05 35
-98.42 34.57
-98.4 34.65
-96.87 32.68
-96.67 33.72
-95.78 34.88
-93.1 34.48
-92.4 33.52
-92.8 33.22
-93.75 32.52
-94.72 32.38
-92.05 32.52
-96.07 33.07
-95.9 36.2
-100.28 34.43
-98.07 32.78
-97.43 32.78
-96.97 32.73
-98.5 33.98
-99.68 32.42
-98.18 32.22
-97.22 31.62
-96.85 32.85
-94 33.45
-93.82 32.47
-93.67 32.5
-95.45 33.63
-95.4 32.37
-97.38 35.42
-99.77 36.3
-99.65 41.43
-95.62 39.07
-96.67 39.15
-96.2 38.33
-96 36.75
-97.1 36.73
-97.87 38.07
-97.27 37.62
-97.8 36.38
-97.09 36.16
-95.36 35.66
-92.15 34.92
-91.93 34.17
-94.62 34.68
-94.13 36.18
-94.5 37.17
-92.13 37.75
-91.77 38.13
-94.6 39.12
-94.72 39.32
-95.67 38.95
-96.77 39.05
-95.82 44.45
-97.15 44.92
-99.32 43.75
-98.22 44.38
-96.8 44.3
-100.43 45.53
-104.8 47.13
-103.07 44.05
-101.6 44.05
-103.32 45.16
-100.75 46.77
-105.58 48.1
-101.83 47.75
-103.63 48.18
-105.38 42.75
-105.67 45.67
-108.45 43.05
-107.97 43.97
-109.02 44.52
-105.87 46.43
-106.62 48.22
-106.93 47.33
-109.45 47.05
-104.18 47.72
-102.8 46.78
-101.28 48.27
-101.35 48.42
-98.87 48.1
-95.35 48.93
-96.18 48.07
-97.4 47.97
-93.38 48.57
-94.52 45.13
-94.07 45.55
-95.38 45.87
-97.15 46.1
-96.07 46.3
-98.68 46.92
-98.9 48.12
-95.88 46.82
-92.85 47.38
-94.32 46.6
-91.72 45.48
-87.85 47.47
-87.95 46.88
-91.82 47.9
-93.52 47.22
-94.13 46.4
-93.33 43.15
-93.37 43.68
-92.5 43.92
-93.05 44.93
-93.47 44.83
-92.18 46.83
-90.83 47.58
-88.5 47.17
-94.42 43.65
-92.4 42.55
-93.65 41.53
-97.38 42.92
-95.58 43.65
-95.15 43.17
-95.08 44.55
-93.92 44.22
-98.68 42.47
-99.98 42.58
-106.47 42.92
-110.7 37.5
-110.72 38.37
-112.93 40.2
-113.77 42.53
-113.37 42.3
-112.32 42.17
-114.3 43.5
-114.48 42.48
-112.6 42.92
-114.22 44.52
-111.15 45.78
-111.12 44.68
-110.43 45.7
-109.83 46.43
-108.53 45.8
-112 46.6
-114.08 46.92
-112.5 45.95
-114.47 45.17
-112.07 43.52
-111.58 42.65
-113.9 45.18
-115.43 45.82
-114.27 48.3
-109.77 48.55
-111.18 47.5
-112.55 45.25
-117.65 47.62
-117.53 47.63
-121.33 47.28
-122.77 47.48
-122.68 48.25
-122.3 47.45
-122.9 46.97
-123.97 46.97
-122.95 45.53
-123.28 44.5
-120.53 46.57
-117.82 44.83
-116.1 44.88
-116.13 45.92
-118 45.28
-119.32 47.2
-122.58 47.08
-122.6 45.6
-122.8 46.48
-123.15 47.25
-117.12 46.75
-117.02 46.38
-118.28 46.1
-121.15 44.27
-123 44.92
-122.75 45.25
-122.4 45.55
-121.88 45.68
-122.58 47.27
-122.3 47.53
-122.22 47.5
-117.33 47.67
-115.37 47.6
-112.37 48.6
-111.37 47.48
-119.52 47.32
-118.47 48.88
-115.8 47.47
-113.15 46.67
-110.42 44.55
-111.97 40.78
-111.97 41.12
-112.2 40.17
-109.52 40.45
-106.92 39.65
-105.35 39.52
-104.63 40.43
-103.22 40.17
-101.7 39.37
-103.7 39.18
-102.98 41.1
-102.8 42.05
-98.82 38.87
-98.43 40.6
-99 40.73
-98.95 41.62
-100.68 41.13
-100.58 40.22
-101.39 40.33
-101.63 40.53
-96.75 40.85
-96.02 41.37
-96.75 40.32
-97.35 41.45
-97.43 41.98
-98.43 45.45
-94.93 47.5
-95.07 46.9
-97.18 47.95
-96.8 46.9
-96.73 43.58
-95.9 41.3
-93.72 40.25
-93.55 38.73
-94.17 36
-94.37 35.33
-90.47 36.77
-90.65 35.83
-89.4 36.02
-87.5 36.67
-92.42 37.22
-90.93 36.13
-89.87 35.35
-87.62 34.75
-88.77 34.27
-90.08 33.5
-89.54 34.39
-90 35.05
-90.98 33.48
-92.25 34.83
-93.15 36.27
-91.9 36.88
-89.95 35.97
-89.58 37.23
-89 37.75
-89.09 38.51
-88.96 38.63
-88.77 37.07
-87.42 36.62
-86.43 36.97
-84.07 37.08
-84.52 33.78
-84.87 34.53
-84.3 33.88
-85.17 34.35
-85.97 37.9
-88.86 38.32
-88.28 40.03
-89.33 39.53
-89.85 38.55
-89.17 38.99
-89.25 37.78
-87.17 37.75
-85.73 38.18
-84.67 39.05
-85.67 38.23
-89.22 37.07
-90.63 38.65
-92.17 38.6
-89.67 39.85
-88.87 39.83
-86.93 40.42
-87.75 41.78
-87.65 41.9
-87.62 41.87
-88.25 41.92
-88.05 43.12
-87.82 42.08
-85.95 43.07
-86.43 42.13
-82.82 35.9
-83.98 35.82
-85.08 35.95
-85.51 35.15
-86.09 33.97
-88.07 30.63
-84.37 30.38
-83.65 32.7
-81.15 32.02
-78.93 33.68
-80.72 32.48
-80.03 32.9
-80.8 33.92
-81.96 34.92
-84.52 33.92
-85.2 35.03
-86.77 34.65
-86.75 33.57
-85 32.33
-86.99 32.34
-86.02 31.87
-87.62 33.23
-88.58 33.45
-90.08 32.32
-89.17 31.67
-87.2 30.47
-89.82 30.35
-90.25 29.98
-89.67 29.55
-90.47 31.18
-90.02 29.83
-92.12 29.73
-91.88 30.03
-91.15 30.53
-92.3 31.38
-92 30.2
-94.02 30.58
-93.2 31.05
-93.3 29.78
-95.28 29.65
-94.75 31.23
-93.22 30.12
-92.95 31.22
-95.17 29.62
-95.87 28.03
-97.67 26.23
-98.23 26.18
-97.5 27.77
-97.82 27.5
-97.67 28.37
-98.03 27.73
-97.43 25.9
-97.28 27.7
-97.03 28.08
-97.7 30.3
-97.72 31.15
-100.5 31.37
